Customer_ID,Customer_Age,Postal_Code,Income,Address_Change_Flag,VIN_Validated,Policy_Status,Policy_Tenure_Months,Coverage_Type,Deductibles,Has_Multi_Policy,Loyalty_Program_Enrollment,Billing_Method,Payment_Method,Discount_Count,Premium_Change_Percent_Last_Renewal,Late_Payment_Count,Auto_Renew_Enabled,Claims_Count_Lifetime,At_Fault_Accident_Count,Claim_Satisfaction_Score,Interaction_Score,NPS,Complaint_Count,Sentiment_Score,Churned
b6ce1f5e-6bd2-46fe-94fc-197d10a28050,31,60582,117000,0,1,Active,43,Liability,500,0,1,Manual,ACH,4,2.28,1,0,1,1,46,0.53,1,0,0.77,0
e74057f9-81ed-47db-a8c3-df7ddaa94792,42,60933,70000,0,1,Active,20,Collision,500,0,0,Auto-Pay,ACH,2,7,3,0,4,1,76,0.25,8,1,0.3,0
ad0822ea-0fd0-41f7-998e-31bc136e1fdd,43,61220,54000,0,1,Active,69,Comprehensive,500,0,0,Auto-Pay,Card,3,0,1,0,1,1,60,0.48,7,4,-0.57,0
fe0e0329-7df3-40cf-a3e4-bb561304e323,26,16267,57000,0,1,Active,16,Comprehensive,500,0,0,Auto-Pay,Card,1,0,0,0,1,0,76,0.25,2,1,0.13,0
fdb17f6e-5d88-4e04-b927-ca8f5b7e56bc,33,78321,133000,0,0,Active,65,Liability,250,0,1,Manual,ACH,3,8.11,1,0,2,0,39,0.49,9,2,0.31,0
9c977773-8c9f-4b72-8391-0e1f3945a05c,38,94896,71000,0,1,Cancelled,48,Collision,500,0,0,Auto-Pay,Card,3,7.15,2,0,1,0,11,0.8,3,1,-0.35,1
a3efb9b8-b95f-40e9-8be4-e7456b5f63b8,40,33826,80000,0,1,Active,42,Collision,250,0,0,Auto-Pay,Card,3,5.48,3,0,2,0,99,0.43,1,3,-0.46,0
9fd73d4b-514a-4c50-9480-c63c8f973b6e,46,32901,103000,0,1,Cancelled,68,Liability,250,1,1,EFT,ACH,4,12.69,1,0,4,0,18,0.42,6,0,0.16,1
72941092-ff21-4740-8136-6a9f272d9363,63,10053,36000,0,1,Active,118,Liability,500,1,0,EFT,Card,3,3.5,2,0,5,1,25,0.59,6,0,0.55,0
a1cd0405-f7e3-4ba1-82ee-59e443b076b2,62,16088,35000,0,1,Active,22,Liability,1000,1,1,Manual,Card,0,0.98,0,0,1,0,79,0.63,6,1,-0.17,0
815d3ab7-b319-416d-beab-a02524931805,30,92532,113000,0,1,Active,59,Liability,250,0,1,Manual,ACH,3,0,2,0,2,1,32,0.13,8,4,-0.48,0
c43ef18d-ec34-4a21-8eea-dbb5cdbf0e1c,57,33878,68000,0,1,Cancelled,66,Comprehensive,1000,0,0,EFT,ACH,3,15.89,3,0,0,0,,0.5,5,0,0.3,1
f1b8a0ed-a805-47af-a55e-724e81a07c7f,57,61322,77000,0,1,Active,111,Comprehensive,500,1,0,Manual,Card,3,0,2,0,4,1,17,0.16,8,2,0.41,0
f7c7de10-b624-4e9a-9ca7-1bd7d063b6af,59,62237,81000,1,1,Active,58,Collision,500,0,0,Manual,ACH,3,0.65,0,0,5,2,90,0.26,1,1,0.37,0
9a1c5887-e266-4ac8-a14a-ddf7ce765584,24,61539,13000,0,1,Active,88,Collision,500,0,0,EFT,ACH,4,0,3,0,3,0,78,0.17,3,1,0.1,0
cbaaa299-8494-42f7-90ed-2120127c61ba,35,78836,121000,0,1,Cancelled,71,Comprehensive,500,0,0,EFT,Card,4,18.73,2,0,3,0,71,0.07,0,1,0.19,1
fa376bea-7b18-436b-abd4-e27cd89bc6aa,32,18162,99000,0,1,Active,87,Collision,1000,0,0,Manual,ACH,3,4.44,2,0,3,0,18,0.95,7,4,-0.38,0
dce5f477-0123-4206-b87f-234969b9f2bc,55,14436,74000,0,1,Active,43,Collision,250,0,1,Auto-Pay,Card,4,0,2,0,4,1,62,0.97,8,1,-0.05,0
3f973b8a-d6c2-457f-b01b-542b87e1bf76,20,93893,10000,0,1,Active,25,Collision,250,0,0,Manual,ACH,0,13.13,1,0,2,0,21,0.23,5,3,-0.32,0
44002285-18bc-42cf-be82-00b003b5d436,35,19147,219000,0,0,Active,49,Liability,250,0,0,Auto-Pay,ACH,4,0,0,0,2,0,27,0.24,8,2,0.29,0
df69f86a-8400-477f-b989-002c6ff6b6d5,47,16255,92000,0,1,Active,77,Collision,250,1,0,Auto-Pay,ACH,4,12.52,1,0,1,1,100,0.82,9,0,0.91,0
1660efbb-f652-4123-99e2-126f5ef6b3eb,25,13377,131000,0,1,Active,90,Liability,250,0,0,Auto-Pay,ACH,4,9.39,3,0,2,1,38,0.6,5,1,0.24,0
621786da-55c3-49ee-88d0-1a4a471f2f64,63,79229,55000,0,1,Active,94,Comprehensive,500,0,0,Manual,ACH,4,3.89,1,0,1,1,54,0.65,4,3,-0.35,0
926d7652-db9b-4362-80ef-f7e94f23c8c1,29,96037,190000,0,1,Active,53,Comprehensive,250,0,0,EFT,Card,4,0,1,0,2,0,30,0.99,7,0,0.93,0
7002cc14-0d06-4a9b-b444-eaf7e60dcd03,29,76549,152000,0,1,Cancelled,36,Liability,500,0,0,Auto-Pay,ACH,4,23.42,1,0,3,0,11,0.18,1,2,-0.1,1
0dea6f35-a6a8-4678-8f33-29d6ed5b12bb,19,60384,15000,0,1,Cancelled,65,Liability,500,0,0,Auto-Pay,Card,4,12.71,3,0,5,1,74,0.13,6,0,0.15,1
74a2adaf-c916-4d5e-a465-6a2f97efc0a6,37,33017,77000,0,1,Cancelled,23,Liability,500,0,1,Auto-Pay,ACH,2,12.04,2,0,3,0,61,0.56,3,3,-0.98,1
ff1b3b9a-59d8-4030-aa49-141ae57bdfae,52,78929,111000,0,1,Cancelled,58,Collision,1000,0,0,Manual,ACH,3,5.24,1,0,4,1,5,0.97,1,4,-0.44,1
d03855a1-9840-40a8-a357-d3d143fa412f,59,93178,243000,0,1,Active,24,Liability,1000,0,0,Auto-Pay,ACH,0,9.99,2,0,1,0,59,0.18,1,3,-0.4,0
20227afd-9633-4835-9333-cc45b5167cf9,57,95804,235000,0,1,Cancelled,28,Collision,500,0,0,Manual,ACH,4,5,1,0,1,1,27,0.39,4,0,-0.17,1
728003f4-f280-4676-875c-a97ec6f2c770,55,90464,133000,0,0,Active,34,Liability,1000,1,0,Auto-Pay,ACH,3,4.68,0,0,4,0,63,0.12,5,3,-0.4,0
c3b753c5-1b96-4bd3-8752-90a502151585,46,92560,67000,0,1,Active,46,Collision,1000,0,0,EFT,Card,4,6.64,1,0,1,0,30,0.64,1,0,0.8,0
1302c96f-7fc9-4e06-9f2f-5e143fb01e78,40,19457,154000,0,1,Active,37,Liability,250,0,1,Manual,Card,3,0,3,0,3,2,41,0.93,5,2,-0.19,0
a12d9cb8-5864-4e66-9adc-c46e67a55db5,52,32499,124000,0,1,Active,71,Collision,1000,0,0,Auto-Pay,Card,3,5.85,2,0,4,1,24,0.68,9,1,0.23,0
3324618c-1e2c-448c-8e90-881b556dfbaa,38,60738,98000,0,1,Active,87,Liability,1000,0,1,Auto-Pay,Card,4,2.17,3,0,3,1,72,0.35,9,3,-0.66,0
de7216dc-d951-44b2-97ea-7cb463d681b8,53,34996,159000,0,1,Active,81,Collision,500,0,1,EFT,Card,3,7.64,0,0,2,1,27,0.1,4,1,0.12,0
878d2fd0-2921-4d87-adec-07251218ee01,35,32813,100000,0,1,Active,94,Liability,500,0,0,EFT,ACH,4,2.21,2,0,4,0,66,0.6,5,2,0.11,0
56668ad5-c0fc-47f2-95e4-a51d5448e288,23,77237,9000,0,1,Cancelled,44,Collision,500,0,0,Manual,ACH,4,8.15,0,0,3,0,57,0.27,7,0,0.36,1
d139c2ac-be23-499d-b4c6-a3091aed5186,51,78122,111000,1,1,Active,74,Comprehensive,250,0,0,Manual,ACH,3,0,2,0,1,0,76,0.54,8,3,-0.76,0
6a942348-454f-457d-ae7b-161a7805dba1,22,10491,10000,0,1,Active,108,Comprehensive,500,0,0,Auto-Pay,Card,4,4.05,3,0,3,1,28,0.76,0,3,-0.24,0
db7ad8ca-4d30-424e-a5ab-9c6dff186d7d,18,60165,8000,1,1,Cancelled,17,Collision,250,1,0,EFT,ACH,1,9.65,2,0,1,0,44,0.57,4,2,0.06,1
22ed985d-0d0d-413f-8a34-b020aaa3e143,31,12256,110000,0,1,Active,22,Liability,1000,0,0,Auto-Pay,ACH,1,0.55,2,0,1,1,19,0.35,3,2,0.35,0
ab4f3556-eadb-4939-bd55-6736c859d20a,58,77395,71000,0,1,Active,55,Comprehensive,250,0,0,EFT,Card,3,4.87,3,0,5,1,12,0.78,3,0,0.83,0
0ce8f593-f287-4290-88db-d41f062bcd1b,51,76606,64000,0,1,Active,71,Liability,250,0,0,EFT,ACH,3,9.09,2,0,4,1,64,0.17,4,1,-0.05,0
a0a48a4f-e5e8-46fe-b1ad-565ff38be621,57,94480,80000,0,1,Active,56,Liability,500,0,1,Auto-Pay,ACH,4,7.74,2,0,0,0,,0.79,2,0,0.62,0
c403c2b0-d200-49b3-950d-f8f1f2f31ad4,44,33225,83000,0,1,Active,89,Comprehensive,1000,0,0,EFT,ACH,3,0.39,0,0,4,0,52,0.01,1,4,-0.79,0
34690722-fca2-4492-9878-20fc1823e4ec,43,62168,82000,0,1,Cancelled,66,Liability,500,1,0,EFT,ACH,3,14.92,1,0,2,0,9,0.39,9,3,-0.48,1
b673e022-f21b-414f-bf30-9332dff15ca2,46,62961,38000,1,1,Active,72,Liability,1000,0,0,Manual,ACH,4,7.9,3,0,0,0,,0.9,7,0,0.92,0
4e753b68-83b8-4759-98f9-22ab364c41ff,30,91289,119000,0,1,Active,39,Collision,1000,0,0,Manual,ACH,4,0,0,0,3,0,14,0.39,3,0,0.87,0
6fc81f2f-e821-49a5-8282-3abfb21b853b,45,33183,52000,0,1,Cancelled,5,Collision,500,1,0,Auto-Pay,ACH,1,0,2,0,0,0,,0.08,0,2,-0.46,1
aad60f7f-3333-40fc-9a55-a1b0c021feaf,27,92582,134000,0,0,Cancelled,29,Liability,500,0,1,Manual,Card,4,15.31,3,0,2,0,28,0.62,1,4,-0.92,1
2701bc47-2f0d-4857-b0d1-2d0d101e5f6f,47,34165,96000,0,1,Active,112,Comprehensive,250,0,0,EFT,Card,4,0.85,1,0,2,1,27,0.86,0,3,-0.73,0
4f8fbe6e-8137-406e-ab09-2c2105066fd6,63,13777,33000,0,1,Cancelled,26,Collision,250,0,0,Manual,ACH,3,16.01,1,0,4,0,18,0.11,4,3,-0.97,1
6d32302f-8f7d-49f8-953b-f1f4ea67615e,36,12177,112000,0,1,Cancelled,58,Liability,500,0,0,Manual,Card,4,21.19,3,0,4,0,73,0.81,4,4,-0.94,1
4d380f85-68e0-44c9-99c4-6d426491bc07,44,33886,94000,0,1,Cancelled,54,Comprehensive,1000,0,1,Auto-Pay,Card,4,15.11,1,0,1,0,33,0.83,8,2,-0.05,1
c4ecc0b0-2e5e-4dd9-a395-0ce379520243,37,77278,160000,0,1,Active,100,Collision,500,0,0,Auto-Pay,ACH,3,8.17,1,0,5,2,58,0.62,3,1,0.42,0
5113a03e-3dec-4ee0-afc0-9ee1eb22b130,41,13395,148000,0,1,Active,65,Liability,1000,0,0,EFT,ACH,3,7.38,1,0,3,0,55,0.7,9,1,0.22,0
79888462-ec8d-4508-b82a-ecf94e3c546a,64,15771,32000,0,1,Active,78,Liability,250,0,0,Manual,ACH,3,0,2,0,5,0,29,0.69,6,2,0.31,0
f22fa7f0-3190-41e9-ab39-dd3aeee95cd7,47,95950,144000,0,1,Cancelled,54,Comprehensive,500,0,1,Auto-Pay,Card,4,16.85,2,0,3,0,62,0.38,4,4,-0.58,1
86ee7544-08d6-4b7d-98a4-dafb71d2cfbb,23,11111,11000,0,1,Cancelled,49,Liability,1000,1,0,Auto-Pay,Card,4,9.44,0,0,3,0,74,0.07,9,0,-0.06,1
86bfe6ba-bc8c-4465-935b-87a47af6fbb5,23,15684,14000,0,1,Active,119,Liability,250,0,0,EFT,Card,3,4.74,3,0,3,1,84,0.32,6,3,-0.71,0
f97c05eb-69df-486a-8244-fe7effbf0928,41,16894,124000,0,1,Cancelled,7,Liability,250,0,1,Manual,Card,1,0,0,0,0,0,,0.65,9,4,-0.97,1
55f3eb26-4615-4535-8b91-ae5cefce5cc9,50,60251,124000,0,1,Active,83,Comprehensive,1000,0,0,EFT,ACH,4,5.4,0,0,0,0,,0.23,9,1,0.3,0
aed936d3-e72b-4ba9-a0b5-8d0497705ddc,51,32477,47000,0,1,Active,96,Liability,500,0,0,EFT,ACH,4,6.74,3,0,0,0,,0.46,6,0,0.71,0
2a92cf29-46cb-453f-9c01-10b3adbf1f28,37,15447,78000,0,1,Active,67,Comprehensive,250,0,1,Auto-Pay,ACH,4,3.49,3,0,2,2,36,0.87,8,1,0.03,0
821c9e52-ac71-460f-afd5-339b63e2da22,23,77533,9000,0,0,Active,21,Liability,500,0,0,EFT,ACH,1,0.93,3,0,1,0,92,0.29,8,3,-0.53,0
f1774e0c-cca6-4229-b7cc-c371b90e89c6,19,10221,14000,0,1,Active,81,Collision,1000,0,0,EFT,Card,3,0,3,0,5,1,65,0.36,4,2,0.05,0
ff955276-8ee0-4e52-9e4d-a5c286c7f6d4,47,13794,150000,1,1,Active,70,Liability,500,0,0,Manual,ACH,3,7.68,0,0,2,0,30,0.09,3,4,-0.61,0
b8f6e4c5-29c0-4acb-a1b7-d9a34a9d3809,36,94205,102000,0,1,Cancelled,38,Collision,250,0,0,Manual,Card,4,16.47,1,0,3,0,67,0.83,9,3,-0.81,1
4edca747-73eb-4f8f-b108-bfc98a857590,52,60130,166000,0,1,Active,29,Comprehensive,1000,0,0,Auto-Pay,ACH,4,4.63,1,0,0,0,,0.74,2,3,-0.26,0
d4736797-7be7-4fe5-8861-e95f75b90bab,18,93985,10000,0,1,Active,110,Comprehensive,1000,0,0,EFT,Card,3,10.97,0,0,3,2,18,0.65,3,2,0.29,0
9d2ca61e-3763-4442-a867-18218b9a9066,23,13712,7000,0,1,Active,42,Comprehensive,250,0,0,Manual,ACH,3,0,3,0,3,0,27,0.13,2,2,-0.2,0
fc7884ab-191d-4ea9-9aac-0044d5674c02,63,15464,48000,0,1,Cancelled,80,Comprehensive,250,1,0,Auto-Pay,ACH,3,14.75,2,0,5,1,44,0.63,8,2,0.06,1
28ca16d3-7d04-40d5-a981-a4969feed2e2,26,14050,109000,0,1,Active,58,Collision,250,0,0,Auto-Pay,ACH,4,3.49,0,0,5,0,46,0.05,3,0,0.73,0
54934e66-a5f6-4faa-8759-833ea76573f2,63,14430,46000,0,0,Cancelled,61,Liability,1000,0,0,EFT,ACH,3,19.51,0,0,4,0,7,0.53,8,1,-0.14,1
47059c8f-b13a-45d1-b2ec-8f82a739c2b0,62,11122,39000,0,1,Cancelled,10,Liability,1000,0,0,Manual,ACH,1,0,3,0,0,0,,0.95,5,3,-0.45,1
ea580170-3bd7-4d21-81b2-d830be4af3d3,41,11768,198000,0,1,Active,68,Comprehensive,1000,0,1,EFT,ACH,4,6.07,0,0,3,1,51,0.04,5,1,0.13,0
1c066cbb-c82c-4797-90f9-fad9f8d30747,37,76731,60000,0,1,Cancelled,34,Liability,250,0,0,Manual,Card,4,5,0,0,4,0,65,0.34,4,0,0.26,1
f31035d6-cce2-4144-833a-06a8b2eeb40a,34,60455,106000,0,0,Active,13,Liability,1000,0,0,EFT,Card,2,0,2,0,2,1,14,0.13,0,4,-0.59,0
31cb5133-9c45-4624-bf3c-ad531a1e2849,25,14762,77000,0,1,Active,113,Collision,1000,0,0,EFT,ACH,4,0,1,0,4,0,87,0.11,0,0,0.82,0
ffce6097-cc2f-4eb3-8f9d-4013e0d84af1,58,10511,70000,0,0,Active,67,Liability,250,0,1,Manual,ACH,3,9.18,2,0,3,0,61,0.87,3,1,0.05,0
a116b72b-7f8b-49e5-8afc-b8e50147ccac,62,16955,52000,0,1,Active,92,Comprehensive,1000,0,1,Manual,ACH,4,5.29,3,0,1,0,94,0.39,1,1,0.44,0
f50f7762-416e-4e0e-8c8d-559000016ebe,58,11502,118000,0,1,Active,22,Liability,500,0,0,EFT,ACH,2,1.28,1,0,4,1,87,0.17,4,2,0.21,0
03179449-6eba-4493-bd3f-09cd7021647b,55,11024,136000,0,1,Active,32,Liability,500,0,0,EFT,ACH,3,4.23,0,0,1,1,86,0.97,7,4,-0.48,0
f616cc3a-017b-4459-92e6-d6c5a6d214c2,59,32496,168000,0,1,Active,97,Collision,500,0,1,EFT,ACH,3,7.15,0,0,1,0,20,0.96,4,2,-0.18,0
6bc2732c-67c0-47ef-8ecb-74a7ffd1e8f4,62,34169,38000,0,0,Cancelled,67,Liability,1000,0,0,Auto-Pay,Card,3,7.3,0,0,5,0,17,0.34,4,4,-0.5,1
70abe13e-cb0a-4632-a392-51038cd668ab,41,13017,151000,0,1,Cancelled,83,Comprehensive,500,0,1,EFT,Card,4,7.57,1,0,0,0,,0.62,8,4,-0.73,1
f94fa78b-ef4b-4fec-ac55-49a83346ef81,28,77087,63000,0,0,Active,20,Liability,250,0,0,Auto-Pay,Card,0,5.42,1,0,4,1,30,0.03,5,4,-0.52,0
65271cac-cc64-4425-b376-34a73037c836,40,93956,134000,0,1,Cancelled,54,Liability,1000,1,1,EFT,Card,4,14.58,3,0,3,1,5,0.83,3,2,-0.19,1
891b29c3-39ce-40de-971a-ab3375603c7f,64,60134,21000,0,1,Active,25,Collision,1000,0,0,EFT,ACH,1,0,1,0,2,1,14,0.13,4,4,-0.24,0
