Customer_ID,Customer_Age,Gender,Marital_Status,State,Postal_Code,Income,Address_Change_Flag,Vehicle_Age,Vehicle_Make,Vehicle_Model,Vehicle_Value,Annual_Mileage_Estimate,Safety_Features,VIN_Validated,Policy_Number,Policy_Status,Policy_Effective_Date,Policy_Expiry_Date,Policy_Cancellation_Date,Policy_Tenure_Months,Coverage_Type,Deductibles,Number_of_Drivers,Number_of_Vehicles,Has_Multi_Policy,Loyalty_Program_Enrollment,Billing_Method,Billing_Frequency,Payment_Method,Discount_Count,Premium_Amount,Premium_Change_Percent_Last_Renewal,Late_Payment_Count,Auto_Renew_Enabled,Retention_Offer_Sent,Retention_Offer_Accepted,Claims_Count_Lifetime,At_Fault_Accident_Count,Time_Since_Last_Claim,Claim_Type,Claim_Outcome,Total_Claim_Payout_Amount,Avg_Claim_Resolution_Days,Claim_Satisfaction_Score,Interaction_Score,NPS,Complaint_Count,Sentiment_Score,Churned
84cb5ade-a0ac-42c2-937f-2a70ba1e476c,55,Other,Single,California,93844,118000,1,8,Ford,F-150,11200,7200,"Airbags, Backup Camera",1,7c141db6-4e2f-4099-82df-c4b7cde1c48c,Active,22-02-2018,22-02-2019,,89,Collision,1000,1,2,0,0,Auto-Pay,Quarterly,Card,4,2400.72,5.54,2,0,0,0,5,0,15,Theft,Approved,12838.46,24,67,0.99,3,3,-0.45,0
986ade90-d2c6-4250-ba50-104885bce458,39,Female,Divorced,California,94198,142000,0,2,Nissan,Rogue,21600,9893,"Lane Assist, Backup Camera",1,f0103ea6-ce42-4786-b975-13fbecb3d49c,Active,17-02-2022,17-02-2023,,41,Comprehensive,1000,1,2,0,1,Manual,Monthly,ACH,4,1987.79,5.53,0,0,0,0,3,2,47,Theft,Closed,10035.39,67,30,0.28,2,4,-0.51,0
427ec64f-ba6d-447b-bbb2-68306dc387f4,38,Male,Single,California,93519,75000,0,13,Ford,F-150,7000,10854,"ABS, Lane Assist",1,06cb3254-45cb-47b4-9a73-c387730ca75d,Active,18-09-2020,18-09-2021,,58,Liability,250,2,2,1,0,EFT,Monthly,Card,4,2989.1,0,3,0,1,0,5,0,46,Collision,Closed,14516.49,46,32,0.99,1,0,0.66,0
28277743-df40-40a5-93e9-6e76061dbb54,60,Male,Married,Florida,32999,37000,0,0,Honda,CR-V,25520,15647,"Backup Camera, Airbags",1,458f4aa2-8d8a-4333-b148-5b3644fbd00f,Active,07-02-2022,07-02-2023,,41,Comprehensive,250,1,2,0,0,Auto-Pay,Annually,ACH,3,1645.1,3.78,3,0,0,0,0,0,,,,0,,,0.65,2,4,-0.62,0
c2ccaa7e-00b7-4eea-8a12-761bddcfad04,59,Male,Married,New York,14720,138000,0,2,Chevrolet,Malibu,19200,8051,"Lane Assist, ABS",1,441cc82b-e29f-4870-82b6-7097c82dad5a,Active,24-11-2019,23-11-2020,,68,Comprehensive,250,2,1,0,1,Auto-Pay,Monthly,Card,4,1876.95,0,3,0,0,0,1,0,29,Collision,Closed,4654.85,62,55,0.54,6,2,-0.11,0
ff0130c6-bc60-4d35-ae28-8c037d52d54f,54,Male,Divorced,New York,14050,82000,0,11,Nissan,Sentra,4000,14204,"Blind Spot Monitor, ABS",1,b4a0f18b-41cf-4407-b2d2-a2f6a55dfc4e,Active,10-10-2019,09-10-2020,,69,Liability,250,1,2,1,0,Auto-Pay,Monthly,Card,4,2939.07,11.01,1,0,1,1,1,0,53,Weather,Approved,6786.05,63,55,0.71,7,1,0.47,0
34eddb4c-5924-4226-9245-684a16c60896,39,Female,Married,Illinois,60303,68000,0,0,Chevrolet,Malibu,21120,7141,"Lane Assist, Backup Camera",1,0840a7ea-1034-41ac-a326-3aea9182485d,Active,09-02-2022,09-02-2023,,41,Comprehensive,1000,2,2,0,0,EFT,Annually,ACH,4,2909.73,6.89,1,0,0,0,5,0,47,Collision,Approved,4092.1,67,45,0.81,3,0,0.67,0
fc7f7211-8bef-4539-ae88-78240a5f931a,49,Male,Single,California,95127,122000,0,9,Chevrolet,Impala,7440,13527,"Blind Spot Monitor, Backup Camera",1,18533c67-726a-4cc7-a566-947346c2e92c,Active,06-03-2021,06-03-2022,,52,Liability,1000,1,2,0,0,EFT,Monthly,ACH,3,2299.55,13.26,3,0,1,1,1,1,23,Theft,Closed,4282.96,34,69,0.68,2,0,0.77,0
2a6d1113-5926-4f7e-be83-8ecbd5f74127,60,Female,Single,New York,10930,29000,0,13,Toyota,RAV4,6000,15738,"Blind Spot Monitor, Airbags",1,ba622a9a-cfb3-4f6c-b740-1b5f951ec324,Active,03-06-2022,03-06-2023,,37,Liability,1000,2,1,0,0,EFT,Monthly,Card,3,2622.41,7.23,1,0,1,1,0,0,,,,0,,,0.68,1,3,-0.64,0
4d9d1859-ed42-4384-a5a4-f44abff90744,38,Other,Divorced,Florida,34222,69000,0,2,Nissan,Altima,20000,19527,"Lane Assist, Airbags",1,7e7634a7-64c5-4b33-b300-3739309b89d2,Active,18-02-2017,18-02-2018,,101,Comprehensive,500,1,1,0,0,Manual,Monthly,Card,3,1236.33,10.68,2,0,0,0,4,0,31,Weather,Closed,13223.34,75,33,0.34,4,4,-0.63,0
f543e966-e972-40c2-b6de-0ec09d678751,42,Male,Divorced,New York,14239,95000,0,5,Honda,Accord,15120,12400,"Airbags, Lane Assist",1,2ae7425a-c56e-4946-acbf-2b707400c949,Active,28-01-2016,27-01-2017,,114,Collision,250,1,2,0,1,Manual,Monthly,Card,3,2501.74,2.96,3,0,0,0,0,0,,,,0,,,0.48,9,4,-0.26,0
5fa6c88f-04cc-4f37-b9d6-db49ac51b42f,62,Other,Divorced,Illinois,61160,22000,0,6,Ford,Focus,9600,14348,"Blind Spot Monitor, ABS",1,9f78dfd8-f18a-412f-88da-03a187c7f46d,Active,26-09-2022,26-09-2023,,33,Liability,1000,1,1,0,0,EFT,Quarterly,ACH,3,2204.88,6.31,3,0,0,0,3,0,8,Theft,Closed,11977.9,53,54,0.76,0,4,-0.5,0
f6a01a5f-5664-4c17-9e7b-c6accfbe159c,55,Male,Divorced,Illinois,60742,182000,0,7,Toyota,Camry,11200,14872,"Lane Assist, Backup Camera",1,23211ff6-e46e-4816-b5e3-fb8a9fe8f3c7,Cancelled,17-02-2024,16-02-2025,28-08-2025,18,Collision,500,1,1,1,0,Auto-Pay,Monthly,ACH,1,1852.18,12.47,3,0,0,0,2,1,30,Weather,Declined,0,5,17,0.48,5,2,-0.13,1
591dc50c-6e69-4b80-9935-eb92ab60cf33,56,Other,Married,Florida,32400,82000,0,14,Chevrolet,Malibu,4800,6531,"Blind Spot Monitor, Backup Camera",0,ffab2070-957a-4ea2-a229-632496b3e5ac,Active,19-06-2024,19-06-2025,,12,Liability,1000,1,1,1,0,Auto-Pay,Monthly,Card,1,1660.51,0,1,0,0,0,5,0,43,Theft,Approved,11244.12,58,37,0.98,4,0,0.84,0
ee2dce6e-c96e-4e53-adc9-b163bd15f72a,37,Female,Married,Pennsylvania,15463,152000,0,11,Toyota,RAV4,6000,8486,"ABS, Lane Assist",0,06af432f-9bff-42c9-9d28-b815d6eed9a0,Cancelled,22-04-2019,21-04-2020,14-01-2020,8,Liability,250,1,1,0,0,EFT,Monthly,Card,2,2838.23,0,0,0,0,0,0,0,,,,0,,,0.92,9,0,0.27,1
d8bcb14e-bdfc-43b3-b09a-f8c5a07c55c9,58,Female,Single,Pennsylvania,19589,184000,0,2,Toyota,Corolla,17600,18216,"Airbags, Lane Assist",1,0027f60e-ed95-4643-93cf-6b58abcec2f1,Active,18-07-2017,18-07-2018,,96,Collision,500,1,2,0,0,EFT,Annually,Card,3,2240.27,0.8,1,0,0,0,1,1,34,Collision,Approved,8963.01,60,57,0.82,1,3,-0.21,0
3519aa26-e61a-4b7a-b64a-0221a00b0de6,35,Male,Married,Florida,32023,77000,0,10,Ford,Focus,4000,11970,"Lane Assist, Blind Spot Monitor",1,83a373d8-c0c6-44aa-b6ac-23c54304f6df,Active,04-09-2015,03-09-2016,,119,Liability,250,1,1,1,0,Auto-Pay,Monthly,Card,3,2226.83,2,2,0,0,0,1,1,0,Collision,Declined,0,5,10,0.01,6,0,0.69,0
596820b7-47a0-4e31-9f89-9e98654c44d9,36,Other,Divorced,Pennsylvania,15249,97000,0,5,Ford,Focus,11200,9780,"Lane Assist, ABS",1,0a34e810-d339-445d-b2da-c1d31b76a06b,Active,19-05-2021,19-05-2022,,50,Collision,250,1,2,0,0,Manual,Monthly,ACH,4,2068.69,6.6,1,0,0,0,4,0,27,Weather,Declined,0,37,19,0.27,6,0,0.62,0
4e336a24-e9cd-4919-9ddb-02da677a15c0,47,Other,Divorced,Texas,76247,47000,0,14,Nissan,Sentra,4000,16470,"ABS, Backup Camera",1,9389b953-82de-48ea-9c48-aa9fc62ac9e3,Active,16-04-2023,15-04-2024,,26,Liability,1000,1,1,0,1,Auto-Pay,Quarterly,ACH,3,1952.42,5.97,1,0,0,0,2,1,59,Theft,Declined,0,54,21,0.98,1,2,0.08,0
06110454-6012-42bc-8923-05d32986f7fa,50,Female,Married,Texas,77169,66000,0,2,Toyota,RAV4,24000,9892,"ABS, Lane Assist",1,6c516b94-74bb-4328-9987-29779a3535b5,Active,27-06-2024,27-06-2025,,12,Comprehensive,1000,2,2,1,0,Manual,Annually,Card,0,2109.63,6.26,1,0,0,0,0,0,,,,0,,,0.62,1,3,-0.62,0
00729841-e608-4eac-8699-28dcb5010015,28,Other,Single,Illinois,61179,115000,0,6,Toyota,RAV4,14400,8266,"Airbags, Backup Camera",1,e9bc6b2f-222f-45fb-8978-e203a780aa9a,Active,26-10-2018,26-10-2019,,81,Collision,1000,1,1,1,0,Manual,Annually,ACH,3,2159.3,2.73,2,0,0,0,2,2,20,Weather,Declined,0,23,25,0.17,9,3,-0.69,0
f6c107fb-f14f-482a-b596-ca2bf28e3596,43,Other,Divorced,Illinois,62031,122000,0,6,Ford,Escape,12960,17394,"Lane Assist, Backup Camera",1,19ef15ba-7147-4de7-9726-7b4787cbdd33,Active,14-12-2019,13-12-2020,,67,Collision,500,1,2,0,0,Manual,Annually,ACH,3,2097.43,0,3,0,0,0,5,0,48,Weather,Approved,5286.44,78,56,0.6,3,0,0.74,0
609789aa-5927-4836-8746-d68f73f127bf,64,Female,Divorced,Pennsylvania,16530,24000,0,0,Ford,Escape,23760,11882,"Blind Spot Monitor, Lane Assist",1,da0b8516-728f-49d3-a8b5-e937e956c92b,Active,09-08-2015,08-08-2016,,120,Comprehensive,250,1,1,0,0,Auto-Pay,Annually,Card,4,2519.91,7.56,1,0,0,0,5,1,38,Collision,Closed,1031.91,26,66,0.32,6,2,0.17,0
3117f8f5-a171-4213-81a5-4995a2201336,64,Female,Married,Pennsylvania,15799,43000,0,9,Honda,Civic,5520,7472,"Blind Spot Monitor, Airbags",1,e150fd44-684e-4538-8b91-fd4c7b69c741,Active,08-11-2022,08-11-2023,,32,Liability,1000,1,2,1,0,EFT,Quarterly,Card,3,1239.52,6.09,3,0,1,1,3,0,58,Theft,Declined,0,18,24,0.99,4,1,0.19,0
4557c1a3-a29d-4282-aa2e-45154bc94100,41,Male,Divorced,California,93141,66000,0,8,Chevrolet,Malibu,7680,15787,"Blind Spot Monitor, Backup Camera",1,2de93e46-40a0-43ba-aec8-977bd51a7216,Active,07-11-2022,07-11-2023,,32,Liability,250,2,1,1,0,EFT,Monthly,Card,3,1203.56,9.55,3,0,0,0,5,0,14,Collision,Approved,1774.37,75,59,0.82,0,0,0.54,0
946aba6f-db15-4428-aff1-a0781efbec8e,37,Other,Divorced,Pennsylvania,16811,139000,0,11,Toyota,Corolla,4400,17941,"Blind Spot Monitor, Backup Camera",1,b02709e6-aaa0-476e-be2a-4219f8e900e6,Active,09-07-2015,08-07-2016,,121,Liability,1000,2,2,0,0,Manual,Monthly,ACH,4,2337.29,5.5,0,0,0,0,1,0,42,Theft,Closed,3212.13,5,63,0.59,5,0,0.87,0
d13544f8-3188-4375-b8cc-30aa8064213e,54,Female,Single,Texas,77486,147000,0,7,Chevrolet,Malibu,9600,15230,"Lane Assist, Airbags",1,d8937515-a035-4403-bb99-678301beb7eb,Active,28-01-2016,27-01-2017,,114,Liability,500,1,2,0,1,Manual,Quarterly,ACH,4,2097.21,8.76,3,0,1,0,1,1,49,Weather,Closed,10426.29,13,79,0.12,7,0,0.88,0
c3e404ff-2db4-4fac-9c22-852e2e697117,54,Female,Divorced,Florida,33484,117000,1,11,Nissan,Altima,5000,5600,"Backup Camera, Blind Spot Monitor",0,6a2c43de-e730-46bd-aee7-e37c33821107,Cancelled,25-09-2023,24-09-2024,27-08-2026,35,Liability,250,1,2,0,1,Auto-Pay,Quarterly,ACH,3,1362.47,15.43,3,0,0,0,5,0,13,Collision,Closed,12093.29,14,52,0.9,5,4,-0.86,1
35b3fd9b-67f6-4332-a3d0-ed542505f3a6,31,Female,Married,California,90025,151000,0,15,Chevrolet,Equinox,5200,10765,"Backup Camera, Airbags",1,b23af3aa-a87a-4c35-8590-f8cac71df25e,Active,03-12-2015,02-12-2016,,116,Liability,500,1,1,0,0,Auto-Pay,Quarterly,ACH,4,2005.44,4.22,2,0,0,0,0,0,,,,0,,,0.88,0,4,-0.26,0
9cce09b1-755f-4e6d-954e-cac3b2199876,19,Other,Single,New York,10043,13000,0,15,Chevrolet,Malibu,4800,11028,"Backup Camera, Airbags",0,dad430a8-a7cc-44ca-9a3e-e2efe1467e10,Active,23-02-2020,22-02-2021,,65,Liability,1000,1,1,1,0,EFT,Monthly,ACH,4,2146.3,9.85,2,0,0,0,0,0,,,,0,,,0.8,4,1,0.15,0
ac1bbba9-9692-4d46-86d1-f00f64bb2b80,37,Female,Married,Illinois,60606,91000,0,15,Chevrolet,Equinox,5200,11166,"Airbags, Backup Camera",1,89722313-f277-471b-b87a-210c7ae1b2e7,Active,26-07-2023,25-07-2024,,23,Liability,500,1,2,1,0,Manual,Quarterly,ACH,0,2444.51,8.6,3,0,0,0,1,0,17,Weather,Approved,8369.5,36,86,0.61,7,2,0.47,0
8ed6c375-a924-46cd-b8d4-f57b1d3e3d80,31,Female,Single,New York,10694,63000,0,7,Honda,Accord,10800,8476,"ABS, Blind Spot Monitor",1,3556503d-3e84-4200-852d-58627a612921,Active,03-08-2023,02-08-2024,,23,Collision,250,2,2,0,1,Auto-Pay,Monthly,Card,0,1204.43,1.99,2,0,0,0,0,0,,,,0,,,0.31,2,0,0.96,0
e7e961b4-45c5-40cb-be94-b929dc0ed801,28,Female,Single,Illinois,61030,133000,1,11,Toyota,RAV4,6000,11783,"Blind Spot Monitor, ABS",0,17139e18-155f-4a2d-b83a-6bea2fa03cfb,Active,30-10-2021,30-10-2022,,44,Liability,250,1,1,0,0,Manual,Monthly,ACH,4,2488.5,11.51,0,0,1,0,1,0,6,Collision,Closed,2156.88,41,84,0.17,4,1,0.13,0
4e1e1c1a-61b1-4310-ac74-f5ca7b691013,45,Male,Divorced,California,94633,96000,0,6,Nissan,Altima,12000,14181,"Airbags, ABS",1,0940a890-3bb0-409b-906e-bd4c8300ce2f,Active,18-01-2018,18-01-2019,,90,Collision,1000,1,1,0,1,Manual,Annually,Card,4,2161.18,0,1,0,0,0,3,0,28,Weather,Declined,0,49,29,0.62,7,4,-0.69,0
e2d04b5e-fef7-4e00-b705-fed8b717606d,25,Male,Married,Florida,34984,128000,0,14,Nissan,Altima,5000,15093,"Backup Camera, ABS",1,43c8abd4-3686-459a-8f10-f80109373042,Active,11-08-2020,11-08-2021,,59,Liability,500,2,2,1,1,Manual,Annually,ACH,4,2551.06,7.58,1,0,0,0,1,1,6,Weather,Closed,11597.67,38,63,0.66,0,4,-0.75,0
187f9674-4fff-431a-b6c6-677d88f2a2ba,31,Female,Married,California,95873,193000,0,11,Chevrolet,Equinox,5200,10005,"Blind Spot Monitor, Lane Assist",1,0f03703b-579a-42bb-abbf-a297e15e5f48,Active,16-08-2019,15-08-2020,,71,Liability,500,1,1,1,0,Auto-Pay,Monthly,ACH,3,1462.15,5.49,0,0,1,0,2,0,22,Weather,Closed,1941.9,8,91,0.85,2,2,0.47,0
b8bec595-d47a-4ab4-9e87-ea38d0292a15,37,Female,Single,New York,12422,119000,0,8,Honda,Accord,8640,9491,"Backup Camera, Lane Assist",1,1936dbbd-def6-41ef-bea8-e3b22c82f026,Active,03-02-2016,02-02-2017,,114,Liability,250,2,1,0,0,Manual,Monthly,ACH,3,2407.89,4.35,1,0,0,0,0,0,,,,0,,,0.86,2,2,-0.02,0
39809b25-1b95-4cc9-92a2-83c45ac3f8d3,26,Other,Single,New York,14337,53000,0,5,Honda,Accord,15120,7541,"Backup Camera, Blind Spot Monitor",1,cb3d52dc-e8ed-4e94-89f5-a0cabcc1113a,Cancelled,15-04-2022,15-04-2023,17-09-2025,41,Collision,500,2,2,0,0,Auto-Pay,Monthly,ACH,3,2559.52,15.83,0,0,0,0,2,0,10,Collision,Approved,7529.29,81,36,0.82,4,1,-0.09,1
eb7e018c-86f4-42f9-93eb-85fc6b913093,42,Female,Divorced,Texas,77467,70000,0,3,Honda,Civic,16560,7074,"Blind Spot Monitor, Lane Assist",1,69e30dd9-e8f3-4bf0-a58e-c4fa12100579,Active,30-09-2016,30-09-2017,,106,Collision,500,1,1,1,0,EFT,Quarterly,ACH,4,1548.11,0.12,0,0,1,0,0,0,,,,0,,,0.67,6,1,0.3,0
5e508fd5-66f2-4e48-bdff-f11d5367ca2e,43,Male,Single,Texas,76745,108000,0,7,Honda,Accord,10800,14328,"Backup Camera, Lane Assist",1,a86559bf-e173-449e-9737-11c469c4a0bd,Cancelled,02-11-2022,02-11-2023,08-07-2024,20,Collision,1000,1,1,0,1,EFT,Annually,Card,2,1837.54,16.92,2,0,0,0,1,1,23,Theft,Approved,1700.58,65,23,0.94,4,4,-0.77,1
c5ba99c5-8098-4fa2-b455-ffd6eb992150,26,Female,Single,California,90165,75000,0,12,Nissan,Sentra,4000,17312,"ABS, Lane Assist",1,03dc7a13-df53-411f-8654-0d1752a60461,Active,30-04-2022,30-04-2023,,38,Liability,1000,1,1,1,0,Auto-Pay,Annually,Card,4,2079.69,0,2,0,1,1,2,2,29,Collision,Declined,0,73,11,0.01,2,0,0.71,0
d8c5378b-049a-4ef7-a028-d31c89ec7198,54,Female,Single,Illinois,61488,172000,0,15,Chevrolet,Impala,6200,13680,"ABS, Backup Camera",1,91defcda-56c5-4bfa-872a-b235a818e116,Active,25-01-2018,25-01-2019,,90,Liability,500,1,2,0,0,Auto-Pay,Annually,ACH,3,2834.63,0,0,0,1,1,5,2,22,Collision,Declined,0,21,26,0.56,5,0,0.95,0
8b9d0f14-5819-4541-92f5-618c420fd6d9,40,Male,Divorced,Texas,77699,138000,0,11,Toyota,Camry,5600,9497,"Backup Camera, Airbags",0,c73d2641-217b-46d2-a007-dce1c545b03d,Active,12-03-2018,12-03-2019,,89,Liability,1000,1,2,0,0,Manual,Quarterly,Card,4,1241.05,3.87,2,0,0,0,0,0,,,,0,,,0.56,1,4,-0.52,0
afd7be37-1147-4ce0-b67c-c428cd5e767d,46,Male,Divorced,Florida,34478,107000,0,2,Chevrolet,Malibu,19200,14323,"Airbags, Lane Assist",1,e145226a-0426-40b6-846d-0bd468564cdc,Active,30-01-2021,30-01-2022,,53,Comprehensive,1000,2,2,0,1,Auto-Pay,Monthly,Card,4,1679.75,3.69,2,0,0,0,0,0,,,,0,,,0.87,1,0,0.87,0
8d60b393-7326-4847-b273-465b40fd66de,47,Female,Divorced,Florida,34428,107000,0,13,Ford,F-150,7000,8760,"Lane Assist, Backup Camera",1,cc8c9fd8-c2d3-4130-975a-94be7ea5bf06,Active,01-10-2022,01-10-2023,,33,Liability,250,1,1,0,0,EFT,Monthly,Card,4,1018.97,5.67,1,0,1,1,4,0,36,Weather,Closed,8920.98,57,41,0.04,0,0,0.67,0
3dbad24c-9c7b-442b-9df7-edff34a100e0,56,Female,Divorced,Illinois,61770,149000,0,9,Honda,CR-V,6960,18059,"Blind Spot Monitor, Lane Assist",1,8961e329-24aa-44b9-9473-bb44b39cd285,Cancelled,27-08-2020,27-08-2021,09-04-2022,19,Liability,500,1,2,1,0,Auto-Pay,Quarterly,Card,0,1855.55,22.75,2,0,0,0,3,1,44,Collision,Declined,0,43,16,0.12,1,2,0.12,1
e04f0177-1321-43c0-adf2-2db47ae9fae1,26,Female,Divorced,California,90436,107000,0,3,Honda,CR-V,20880,7466,"Lane Assist, Blind Spot Monitor",1,a95aace3-66df-4eb6-8c6b-7d4f857cd571,Active,14-06-2021,14-06-2022,,49,Comprehensive,250,2,2,0,0,Auto-Pay,Monthly,Card,4,1372.88,0.01,2,0,0,0,2,0,37,Weather,Declined,0,5,24,0.62,8,2,0.22,0
ddcbe5d6-3715-42a9-a80f-666025026e0f,59,Male,Divorced,California,94734,191000,0,15,Nissan,Rogue,5400,14175,"Backup Camera, Blind Spot Monitor",1,f30fea52-08eb-4eed-9b58-3b6f835a3ea4,Cancelled,05-11-2016,05-11-2017,12-03-2020,40,Liability,250,2,1,0,0,Manual,Quarterly,ACH,4,2720.25,5,1,0,0,0,2,0,17,Theft,Declined,0,25,6,0.08,4,0,0.1,1
70800494-1067-4fbd-9cc7-825ba226f58b,57,Other,Single,Illinois,61245,182000,0,5,Chevrolet,Malibu,13440,9311,"Backup Camera, ABS",1,3c231e82-bf3c-42ff-a5fd-1d365ea83fdf,Cancelled,28-11-2017,28-11-2018,30-05-2019,18,Collision,500,1,2,0,1,Manual,Quarterly,ACH,2,1990.29,10.61,3,0,0,0,5,0,40,Theft,Declined,0,58,7,0.33,8,1,-0.16,1
7d8f210c-278d-4207-a78d-5fd7a058ebf3,49,Other,Married,Illinois,60036,142000,0,15,Toyota,Corolla,4400,16521,"Backup Camera, ABS",1,8eb909ff-3000-44a9-a12a-2f9ecb0e48d2,Active,17-02-2017,17-02-2018,,101,Liability,250,2,1,0,0,Manual,Annually,ACH,4,2237.22,1.75,0,0,0,0,2,0,45,Weather,Declined,0,31,19,0.33,8,2,-0.04,0
959bfad1-4ada-44f2-b2ad-82e674166170,49,Other,Single,California,90509,152000,1,1,Ford,Focus,17600,10084,"Lane Assist, ABS",1,b60922d3-da05-4d75-a9db-1e39bfb09d4e,Active,03-09-2016,03-09-2017,,107,Collision,1000,2,2,0,0,Manual,Monthly,Card,4,1753.39,7.4,2,0,0,0,4,1,16,Theft,Approved,11534.9,83,39,0.77,0,1,0.04,0
