Customer_ID,Customer_Age,Gender,Marital_Status,State,Postal_Code,Income,Address_Change_Flag,Vehicle_Age,Vehicle_Make,Vehicle_Model,Vehicle_Value,Annual_Mileage_Estimate,Safety_Features,VIN_Validated,Policy_Number,Policy_Status,Policy_Effective_Date,Policy_Expiry_Date,Policy_Cancellation_Date,Policy_Tenure_Months,Coverage_Type,Deductibles,Number_of_Drivers,Number_of_Vehicles,Has_Multi_Policy,Loyalty_Program_Enrollment,Billing_Method,Billing_Frequency,Payment_Method,Discount_Count,Premium_Amount,Premium_Change_Percent_Last_Renewal,Late_Payment_Count,Auto_Renew_Enabled,Retention_Offer_Sent,Retention_Offer_Accepted,Claims_Count_Lifetime,At_Fault_Accident_Count,Time_Since_Last_Claim,Claim_Type,Claim_Outcome,Total_Claim_Payout_Amount,Claim_Closed_Date,Avg_Claim_Resolution_Days,Claim_Satisfaction_Score,Interaction_Score,NPS,Complaint_Count,Sentiment_Score,Churned
3b29d527-5c81-4746-8f7a-b681eb431075,31,Female,Single,Illinois,61881,113000,1,9,Ford,F-150,8400,13120,"ABS, Lane Assist",1,908d8b4a-842b-4328-b8df-38f255597d16,Active,10-04-2023,09-04-2024,,27,Liability,250,1,2,1,0,EFT,Quarterly,ACH,4,2849.29,2.86,3,0,0,0,3,0,23,Weather,Approved,8530.89,02-10-2024,36,77,0.62,7,0,0.74,0
a7c64763-b850-49cc-9aa0-df7da60517f8,50,Other,Single,Texas,77762,159000,0,2,Toyota,Camry,22400,6581,"Lane Assist, ABS",1,22f3f58e-389f-4ab7-be98-b69e9f488575,Active,28-07-2023,27-07-2024,,23,Medical,1000,1,1,1,0,Manual,Monthly,Card,0,1927.4,12.16,2,0,0,0,3,0,24,Weather,Declined,0,18-12-2024,41,26,0.42,2,4,-0.31,0
43526836-f9d1-49df-a135-daeb65a4dd7c,49,Other,Married,Pennsylvania,18960,167000,0,9,Nissan,Rogue,6480,11970,"Blind Spot Monitor, Lane Assist",1,bb42bbcb-119c-4a91-af3c-e456b7560a3b,Cancelled,21-05-2023,20-05-2024,17-02-2026,33,Liability,1000,1,1,1,0,Manual,Quarterly,Card,3,1090.44,5,2,0,1,0,0,0,,,,0,,,,0.27,2,0,0.33,1
6c34fa63-1de7-435b-a7b9-f61adde739a8,34,Female,Married,Pennsylvania,18529,46000,1,6,Chevrolet,Equinox,12480,5716,"Blind Spot Monitor, ABS",1,12bac83b-363f-4e42-b276-72ce80225024,Active,26-05-2022,26-05-2023,,37,Collision,500,2,2,1,0,Manual,Monthly,Card,4,2068.69,8.6,3,0,1,1,4,0,30,Theft,Declined,0,15-09-2024,37,19,0.11,1,4,-0.53,0
6bebbdd1-1482-4480-bb96-1e71f5040339,34,Female,Divorced,Texas,77888,162000,0,5,Chevrolet,Equinox,14560,18051,"Blind Spot Monitor, Lane Assist",1,450e402b-b93f-48dc-bf6c-775b5dc2d2f5,Active,25-11-2022,25-11-2023,,31,Collision,250,2,2,0,0,Auto-Pay,Annually,Card,3,1952.42,7.97,2,0,0,0,2,1,50,Collision,Closed,12337.59,21-05-2025,12,89,0.9,7,4,-0.43,0
5f133940-631b-4787-b395-ec3245bfabd5,59,Female,Married,New York,14133,174000,0,9,Honda,Civic,5520,8472,"Blind Spot Monitor, Airbags",1,ac9d8d0e-8fe9-485b-8edc-56c204a10ad0,Active,06-09-2024,06-09-2025,,10,Liability,1000,2,1,0,0,EFT,Quarterly,Card,1,1901.82,0,1,0,1,1,0,0,,,,0,,,,0.49,7,2,0.06,0
88a8ada9-a070-4aae-bee6-bb18632864da,33,Female,Single,Illinois,60976,118000,0,8,Chevrolet,Malibu,7680,14911,"Airbags, Backup Camera",1,f5f00052-ba0b-4f14-bf2f-e33fdf0f95fb,Active,05-09-2024,05-09-2025,,10,Liability,250,1,1,1,0,EFT,Monthly,Card,1,2159.3,0,0,0,0,0,0,0,,,,0,,,,0.19,7,2,-0.39,0
41332779-f01c-49c7-8457-0b8a1168674e,31,Female,Single,Florida,32291,42000,0,11,Toyota,Corolla,4400,10240,"Backup Camera, Blind Spot Monitor",1,11556023-57df-4d88-8d53-46d83924db74,Cancelled,27-10-2022,27-10-2023,15-02-2026,40,Liability,500,2,1,0,0,Auto-Pay,Annually,ACH,4,1690.17,12.82,0,0,0,0,5,0,16,Theft,Declined,0,26-09-2024,12,18,0.28,1,1,-0.05,1
0a36636c-211b-4f98-b546-d47596ff8ba0,31,Other,Single,California,90951,63000,0,0,Honda,CR-V,25520,10126,"Airbags, Blind Spot Monitor",1,6c7f237b-2019-4b9f-8d12-c81f0f97923c,Active,29-12-2021,29-12-2022,,42,Medical,250,1,1,1,0,Manual,Annually,ACH,4,2194.56,6.62,0,0,1,1,3,2,17,Weather,Closed,7525.58,21-01-2025,56,57,0.45,5,1,0.1,0
e6cddf0d-4062-4467-a11b-c3ce25999676,27,Female,Single,Florida,33187,68000,0,9,Ford,Escape,6480,9632,"Airbags, Backup Camera",1,52a3489f-6dc2-4c78-929a-f7e0d52d8cb9,Active,23-02-2025,23-02-2026,,4,Liability,500,1,1,0,0,EFT,Annually,ACH,2,1209.74,0,0,0,0,0,0,0,,,,0,,,,0.5,5,0,0.89,0
841ad9f2-231c-407c-af4b-9f74915676a4,54,Male,Married,New York,13915,83000,0,3,Toyota,RAV4,21600,10622,"Backup Camera, Blind Spot Monitor",1,766d3831-b319-4bca-8a73-86dd5287e93d,Active,01-11-2022,01-11-2023,,32,Medical,250,2,2,1,0,Manual,Quarterly,Card,4,2173.68,4.8,2,0,1,1,2,0,23,Weather,Declined,0,27-10-2024,6,11,0.9,1,0,0.47,0
18c73409-eb89-4a9b-a26b-56a39304e2df,55,Other,Single,Florida,34457,125000,0,10,Chevrolet,Equinox,5200,18746,"ABS, Backup Camera",1,2b4357f6-1d07-4a48-8528-58458100dea5,Active,20-11-2022,20-11-2023,,31,Liability,250,1,2,0,1,Manual,Monthly,ACH,4,1820.79,14.91,2,0,0,0,3,2,19,Theft,Closed,14557.32,18-09-2024,84,35,0.51,6,2,0.16,0
e0bbd34b-529c-4273-89c7-433ba285ca78,23,Male,Married,California,90253,10000,0,3,Toyota,Corolla,15840,12041,"ABS, Blind Spot Monitor",1,45cdcf51-9fc8-43af-b538-860ff157603a,Active,03-09-2023,02-09-2024,,22,Medical,500,1,2,1,0,Auto-Pay,Annually,ACH,0,2414.46,5.93,0,0,1,1,5,2,16,Weather,Declined,0,24-02-2025,77,12,0.12,2,1,-0.14,0
76bca4e9-3bcb-40ef-a0a1-a90334855160,28,Other,Single,Pennsylvania,17002,94000,1,14,Toyota,RAV4,6000,8391,"Airbags, Blind Spot Monitor",1,e66f5107-28c5-4646-8684-5e5ce21ecc56,Active,02-05-2025,02-05-2026,,2,Liability,500,2,2,1,0,EFT,Monthly,Card,0,1697.74,0,0,0,0,0,0,0,,,,0,,,,0.2,2,0,0.44,0
f8c77992-b571-4afb-bb3b-c3745b7c7853,42,Other,Divorced,Pennsylvania,16833,100000,0,1,Nissan,Altima,22000,16954,"Backup Camera, Blind Spot Monitor",1,4c89acd0-f475-4fdc-abad-8ceae7982413,Cancelled,28-12-2023,27-12-2024,21-05-2026,29,Medical,1000,1,2,0,0,Auto-Pay,Monthly,Card,3,1372.81,14.69,0,0,1,0,2,1,16,Weather,Approved,13664.06,25-01-2025,26,62,0.9,7,1,0.05,1
53bfdeb4-29d2-4065-b4b0-36132668b8f1,23,Other,Divorced,Texas,79134,8000,0,8,Nissan,Rogue,8640,10742,"ABS, Blind Spot Monitor",1,1dd31820-f8e3-4be6-abe3-cb48f1c02041,Active,08-12-2024,08-12-2025,,6,Liability,500,1,1,0,1,EFT,Quarterly,ACH,0,2812.94,0,1,0,0,0,0,0,,,,0,,,,0.75,7,2,0,0
41f9abd7-9e61-40c3-9c0c-329a37013eb9,39,Female,Married,Illinois,62302,84000,0,5,Honda,Civic,12880,16045,"Backup Camera, Airbags",1,c6e98ea9-eb4e-4430-92de-be7ac1e8b67e,Active,09-06-2025,09-06-2026,,0,Collision,500,1,1,0,0,Auto-Pay,Annually,Card,2,2487.89,0,0,0,0,0,0,0,,,,0,,,,0.54,7,1,0.11,0
cc465ad6-f921-4504-bde5-4a26b6a77d8c,55,Male,Single,Illinois,61310,90000,0,7,Nissan,Rogue,10800,16197,"Lane Assist, Backup Camera",1,b2813200-fcb4-4500-9bc1-ce06c415e516,Active,20-01-2022,20-01-2023,,42,Collision,250,2,1,0,0,Manual,Annually,ACH,3,2444.51,11.35,3,0,0,0,2,0,43,Weather,Closed,5512.59,19-01-2025,27,69,0.57,9,1,0.26,0
ae6f9297-f43d-4ef4-ad0f-4ed158d343a1,57,Female,Divorced,New York,13637,101000,0,3,Nissan,Rogue,19440,8476,"Lane Assist, ABS",1,4569c37e-ffe4-43eb-b37e-8a5b4b70bca8,Active,16-08-2023,15-08-2024,,22,Medical,1000,2,2,0,1,Auto-Pay,Monthly,ACH,0,1046.05,13.78,2,0,1,0,1,0,53,Weather,Approved,9297.37,10-01-2025,31,88,0.52,8,0,0.95,0
508ea390-6a24-4d8f-b391-868d66bab745,55,Male,Single,Illinois,62568,133000,1,2,Ford,Escape,21600,11783,"Lane Assist, Airbags",1,1d9d17cf-2ce0-4d31-97b6-acc8088e46a7,Active,08-10-2022,08-10-2023,,33,Medical,500,1,1,0,0,EFT,Monthly,ACH,4,2488.5,10.08,0,0,0,0,1,0,6,Theft,Approved,6273.45,16-11-2024,35,85,0.17,7,1,-0.13,0
0d15811b-1cb3-4c9b-9eea-2d67b2130269,37,Female,Married,Illinois,60151,97000,0,4,Honda,CR-V,18560,14916,"Airbags, ABS",1,f7e459f0-e219-41fb-af3b-18205d35c12b,Cancelled,09-10-2022,09-10-2023,15-03-2026,41,Medical,1000,2,1,0,0,Auto-Pay,Quarterly,ACH,4,1724.79,10.85,2,0,0,0,2,1,50,Theft,Closed,3583.87,15-02-2025,28,56,0.21,7,0,0.19,1
a9ef3ba4-596d-4670-9e4d-0d4b2e93475a,55,Male,Married,Florida,34966,70000,0,10,Toyota,RAV4,6000,13038,"Airbags, Lane Assist",1,1987b7b5-3e40-41b0-8cb3-d1bd9110ba45,Active,07-06-2024,07-06-2025,,13,Liability,250,1,2,0,1,Manual,Monthly,ACH,1,1936.46,0,3,0,1,1,2,0,32,Theft,Closed,8150.89,13-05-2025,47,57,0.03,5,2,-0.38,0
6f61707d-5749-4041-9a24-a9d62743ebae,18,Male,Single,New York,13453,7000,0,7,Nissan,Altima,10000,13519,"Blind Spot Monitor, Lane Assist",1,af738395-d144-47ad-bc31-e3efc9cfe564,Cancelled,03-03-2025,03-03-2026,20-10-2025,7,Collision,500,2,1,1,0,Manual,Quarterly,ACH,0,2733.99,0,3,0,0,0,0,0,,,,0,,,,0.24,5,0,0.23,1
e2ca3b57-4ddb-42c1-af47-2a7180b34e2e,24,Male,Divorced,Texas,79129,5000,0,14,Honda,Civic,4600,18859,"Lane Assist, ABS",0,9c898add-d43e-4f84-bc1b-0855b1d7513c,Cancelled,04-01-2024,03-01-2025,06-01-2027,36,Liability,250,1,2,0,1,Auto-Pay,Annually,Card,3,2977.46,21.33,3,0,1,1,5,0,10,Theft,Approved,4750.64,17-04-2025,14,56,0.26,8,0,0.22,1
5d03b94c-7a60-45fc-a269-d946276aa933,61,Other,Divorced,Texas,77322,39000,0,8,Chevrolet,Equinox,8320,9223,"ABS, Blind Spot Monitor",1,7169b509-98e2-47da-aeaa-46f2eb195da3,Active,30-07-2022,30-07-2023,,35,Liability,250,2,1,0,0,EFT,Monthly,ACH,3,1068.46,4.62,3,0,0,0,5,0,1,Weather,Declined,0,28-01-2025,53,29,0.63,2,0,0.91,0
9ca54e81-e494-4b62-8e0f-8c91f35b3c24,62,Male,Married,California,93693,21000,1,13,Honda,CR-V,5800,17116,"Backup Camera, Blind Spot Monitor",1,509e3ec7-d3af-40ce-b57f-7e5c731e1a50,Active,17-08-2024,17-08-2025,,10,Liability,500,2,2,0,0,Auto-Pay,Monthly,Card,0,2669.86,0,0,0,1,0,0,0,,,,0,,,,0.5,2,1,-0.28,0
16c2256c-3b3f-4385-b488-fcca9eff1392,27,Female,Single,New York,12025,96000,0,6,Honda,CR-V,13920,8629,"Blind Spot Monitor, Airbags",1,2b948e17-a509-4066-950b-48903a146f11,Active,26-07-2021,26-07-2022,,47,Collision,1000,2,2,0,0,Auto-Pay,Quarterly,ACH,3,1021.99,12.08,0,0,0,0,4,0,35,Theft,Approved,13171.41,24-03-2025,31,71,0.77,8,4,-0.3,0
4a08cc37-39ac-4ef2-a89e-c0e1bcf0f924,57,Female,Single,Illinois,62588,122000,1,14,Ford,F-150,7000,17693,"Backup Camera, Lane Assist",1,46b52726-9948-46ce-b6b6-877ab205fd3e,Active,30-07-2024,30-07-2025,,11,Liability,1000,1,2,0,0,Manual,Quarterly,ACH,2,1577.39,0,2,0,0,0,0,0,,,,0,,,,0.84,8,2,0.26,0
64a9e90f-448a-4500-9c0d-f7607da684b2,60,Male,Single,California,92336,23000,0,0,Nissan,Rogue,23760,9203,"Airbags, ABS",1,0bb32ffd-84f1-4cd9-b713-dfde60ec0e91,Active,20-01-2023,20-01-2024,,29,Medical,1000,2,1,0,0,Manual,Annually,ACH,3,2193.69,12.75,0,0,1,1,4,0,43,Theft,Declined,0,25-02-2025,73,10,0.81,0,1,-0.13,0
54fd38bb-70ba-4a11-967e-d44447fe3c3d,33,Other,Married,California,93210,207000,0,0,Toyota,Camry,24640,7421,"Backup Camera, ABS",1,aed35562-5244-47cb-8440-e0319f99c5ae,Active,07-08-2022,07-08-2023,,35,Medical,500,2,2,1,1,Manual,Quarterly,Card,4,2900.47,3.48,2,0,0,0,0,0,,,,0,,,,0.69,0,2,0.09,0
8558f1c0-e6ad-480e-bcf4-0bf94505798c,24,Male,Married,California,94411,6000,0,12,Honda,Accord,5400,6500,"ABS, Lane Assist",1,33001a44-c195-49cb-8dfa-89751089e3b2,Cancelled,10-07-2024,10-07-2025,13-09-2026,26,Liability,500,2,1,1,1,Manual,Monthly,ACH,4,1078.85,16.15,2,0,0,0,1,0,41,Theft,Declined,0,25-09-2024,7,19,0.64,1,0,0.22,1
7249cf42-27f8-4900-a5e1-e8ddb1d617e3,40,Other,Married,Pennsylvania,17633,132000,0,15,Chevrolet,Equinox,5200,5920,"ABS, Airbags",0,4e06c956-8b22-4192-8708-5d7af6d8841c,Active,27-10-2021,27-10-2022,,44,Liability,500,1,2,0,0,EFT,Monthly,ACH,4,1460.02,8.04,1,0,0,0,3,0,1,Weather,Declined,0,21-10-2024,37,17,0.02,2,3,-0.46,0
ba3a5853-7410-4625-a31d-a841dd542834,30,Other,Single,Texas,75906,80000,1,0,Honda,Accord,23760,17316,"Blind Spot Monitor, Backup Camera",1,21edac9f-53ad-4358-a86c-dd1fdee07535,Cancelled,29-09-2024,29-09-2025,27-03-2025,5,Medical,250,2,1,0,0,Auto-Pay,Monthly,ACH,0,1000.48,0,3,0,0,0,0,0,,,,0,,,,0.87,2,1,0.15,1
6bb4d03c-62ee-4990-a30c-0540857c6a87,35,Female,Single,California,91468,41000,1,11,Chevrolet,Impala,6200,7632,"Backup Camera, Airbags",0,9c882c80-316c-4ae9-ba88-b6358973e679,Active,18-09-2022,18-09-2023,,34,Liability,500,1,1,0,0,Auto-Pay,Annually,ACH,3,1835.53,14.9,1,0,0,0,5,0,36,Theft,Declined,0,29-10-2024,14,27,0.79,1,4,-0.77,0
68ca2f83-954f-4101-b1d6-e2ac0a8a23ff,28,Male,Married,Florida,34150,167000,0,11,Nissan,Rogue,5400,18895,"Lane Assist, Backup Camera",1,d692f244-ee75-48e9-8559-ec4813de7d5a,Active,12-02-2025,12-02-2026,,4,Liability,250,2,1,0,0,Manual,Annually,ACH,0,2964.66,0,1,0,1,0,0,0,,,,0,,,,0.23,1,4,-0.21,0
