Customer_ID,Customer_Age,Gender,Marital_Status,State,Postal_Code,Income,Address_Change_Flag,Vehicle_Age,Vehicle_Make,Vehicle_Model,Vehicle_Value,Annual_Mileage_Estimate,Safety_Features,VIN_Validated,Policy_Number,Policy_Status,Policy_Effective_Date,Policy_Expiry_Date,Policy_Cancellation_Date,Policy_Tenure_Months,Coverage_Type,Deductibles,Number_of_Drivers,Number_of_Vehicles,Has_Multi_Policy,Loyalty_Program_Enrollment,Billing_Method,Billing_Frequency,Payment_Method,Discount_Count,Premium_Amount,Premium_Change_Percent_Last_Renewal,Late_Payment_Count,Auto_Renew_Enabled,Retention_Offer_Sent,Retention_Offer_Accepted,Claims_Count_Lifetime,At_Fault_Accident_Count,Time_Since_Last_Claim,Claim_Type,Claim_Outcome,Total_Claim_Payout_Amount,Claim_Closed_Date,Avg_Claim_Resolution_Days,Claim_Satisfaction_Score,Interaction_Score,NPS,Complaint_Count,Sentiment_Score,Churned
e4923ca5-935b-4f24-8cfd-516a603623b8,54,Female,Divorced,New York,11189,91000,0,11,Chevrolet,Impala,6200,7255,"Blind Spot Monitor, Backup Camera",1,5a67cc0c-59fb-4bec-827c-702779953ae6,Active,15-10-2024,15-10-2025,,8,Liability,250,1,2,1,0,EFT,Annually,Card,2,2992.51,0,0,0,0,0,0,0,,,,0,,,,0.16,0,2,-0.35,0
7589ef3a-97a6-41f5-84d4-47eb8587ea06,35,Other,Married,Pennsylvania,18330,128000,1,6,Ford,Escape,12960,17259,"ABS, Airbags",1,434b98b5-6a5e-4998-b453-5b90c997eda3,Active,09-04-2023,08-04-2024,,27,Collision,250,1,2,0,0,Auto-Pay,Quarterly,ACH,4,2161.37,9.83,3,0,0,0,0,0,,,,0,,,,0.65,0,1,-0.11,0
036dec3b-3727-4d30-a09f-42c4dea24865,55,Male,Divorced,Florida,33661,142000,0,8,Toyota,RAV4,9600,9893,"Airbags, Lane Assist",1,a4c71a86-795d-4803-9c2c-0f3560fe27e3,Active,17-03-2022,17-03-2023,,40,Liability,1000,1,2,0,1,Manual,Monthly,Card,4,2136.62,6.18,0,0,1,1,3,2,47,Collision,Closed,4345.43,15-01-2025,86,59,0.28,5,4,-0.51,0
2879c1b7-0904-4976-9b5e-da2a97800040,41,Female,Married,Florida,34550,147000,1,0,Nissan,Altima,22000,10088,"Backup Camera, ABS",1,478ef875-afb2-4a3e-af3c-169d98756f78,Active,23-02-2024,22-02-2025,,16,Medical,1000,2,1,0,0,EFT,Annually,ACH,0,1087.21,6.94,3,0,0,0,5,0,2,Collision,Declined,0,03-01-2025,6,18,0.17,2,4,-0.54,0
a29caff3-714f-4ba8-bb7a-c4058acddd5f,59,Female,Single,California,91672,136000,0,3,Toyota,Camry,20160,17533,"Lane Assist, Backup Camera",1,b0b84b95-486d-4e68-9016-2493d377e712,Active,04-06-2021,04-06-2022,,49,Medical,250,2,1,0,1,Auto-Pay,Quarterly,ACH,3,2688.43,7.95,1,0,0,0,2,1,24,Collision,Approved,10231.58,23-04-2025,32,61,0.61,9,1,-0.24,0
57d29d39-dfa6-4375-af7d-66ae550c5f56,40,Female,Married,New York,12694,149000,0,14,Nissan,Altima,5000,11457,"Backup Camera, Airbags",1,a2ad70a1-92e3-4449-8f6d-75289d7297db,Active,07-11-2021,07-11-2022,,44,Liability,500,2,2,0,0,Auto-Pay,Monthly,Card,3,2003.03,9.85,1,0,0,0,5,1,42,Collision,Approved,900.44,09-04-2025,87,31,0.13,5,2,-0.13,0
2f4f4098-3e5e-4a66-abd1-96973d787b99,47,Male,Married,California,94478,190000,1,3,Chevrolet,Impala,22320,5635,"Airbags, ABS",1,d748d818-d0fb-492a-8cf8-adb2a3a95496,Cancelled,09-12-2023,08-12-2024,29-08-2028,57,Medical,1000,2,2,0,0,EFT,Annually,ACH,3,1543.09,19.68,3,0,0,0,3,0,57,Theft,Declined,0,15-04-2025,68,17,0.08,1,2,-0.09,1
7b140575-53e9-4fff-877d-bc3474350ee8,29,Male,Divorced,Illinois,61310,231000,0,5,Toyota,RAV4,16800,18407,"ABS, Airbags",1,1aa8bc35-0e7f-4045-9520-e78900f5a840,Active,09-03-2025,09-03-2026,,3,Medical,250,2,2,0,0,EFT,Monthly,Card,0,1161.75,0,0,0,1,1,0,0,,,,0,,,,0.95,1,4,-0.77,0
807fd610-4344-4762-9ee6-b5ddf7bc3cbb,29,Other,Divorced,Illinois,60577,133000,0,12,Ford,Focus,4000,12421,"Blind Spot Monitor, Lane Assist",1,e067ad19-1145-471a-8e4b-958b38687f2a,Active,07-07-2020,07-07-2021,,60,Liability,500,2,1,0,0,Auto-Pay,Annually,Card,3,1839.2,3.35,3,0,0,0,4,0,33,Theft,Closed,1865.28,01-12-2024,69,43,0.26,5,1,0.11,0
4602dc9f-0b1b-4a47-a484-52a42d1ff6f6,62,Female,Single,Texas,78757,58000,1,7,Honda,Civic,9200,14087,"ABS, Backup Camera",1,4bd7170e-6af2-44e7-8ccd-59a0f61e3740,Active,16-04-2023,15-04-2024,,27,Liability,1000,2,1,1,0,EFT,Monthly,ACH,3,2006.27,0.6,3,0,1,0,0,0,,,,0,,,,0.13,5,3,-0.43,0
12622da5-9d99-4483-9b49-4d42e6ca5661,40,Other,Divorced,Illinois,62790,95000,0,9,Toyota,RAV4,7200,16261,"Lane Assist, ABS",0,67cf1cf2-b7f3-41bf-91af-367295eedb4e,Active,02-09-2022,02-09-2023,,34,Liability,1000,2,1,0,0,EFT,Quarterly,Card,3,2882.93,9.2,1,0,1,0,1,0,44,Collision,Approved,3611.54,21-11-2024,13,61,0.94,8,0,0.76,0
d80cfebe-65df-4317-b105-1d1dcca382e8,27,Female,Married,New York,10170,80000,1,7,Toyota,Camry,11200,9079,"Blind Spot Monitor, Airbags",1,42217c62-29f3-4a20-9d4c-99ef5fb9f3a3,Active,10-11-2024,10-11-2025,,7,Collision,1000,2,2,0,0,Manual,Monthly,Card,2,2935.16,0,1,0,0,0,0,0,,,,0,,,,0.56,8,4,-0.35,0
7ee57874-32a6-4646-83fb-c0414f161116,58,Other,Married,New York,12074,65000,0,0,Honda,CR-V,25520,9492,"Lane Assist, ABS",1,e97f7b77-d690-4bdd-a2bf-7d5325f90258,Active,06-02-2024,05-02-2025,,17,Medical,250,1,1,0,0,Manual,Monthly,Card,0,2501.74,6.46,2,0,0,0,0,0,,,,0,,,,0.09,8,0,0.67,0
7689effa-e822-4e7c-a3d8-949da5f3e8a7,40,Male,Married,New York,14049,235000,1,1,Honda,Civic,20240,11541,"Blind Spot Monitor, Airbags",1,d74b7e6c-f4b8-4bfa-a152-3a64ba6cbbc3,Cancelled,02-05-2022,02-05-2023,14-08-2026,52,Medical,500,1,2,0,1,Auto-Pay,Monthly,Card,3,2901.21,23.56,2,0,0,0,4,0,17,Collision,Approved,5265.64,27-09-2024,12,70,0.97,9,0,0.17,1
ae465b16-6be4-4bd6-bc2f-8b7c8e57a6ee,22,Male,Single,California,92150,15000,0,14,Honda,Accord,5400,15048,"Airbags, Backup Camera",1,e8da1372-fcfe-4cfa-9eaa-2cf3d138e56d,Active,03-07-2023,02-07-2024,,24,Liability,250,2,2,0,1,Auto-Pay,Annually,ACH,0,2236.44,12.33,3,0,1,1,4,0,35,Weather,Approved,1555.06,15-04-2025,40,86,0.38,8,4,-0.75,0
f8f8b9d8-cb26-459a-b516-ddf34be27c9a,25,Female,Married,Florida,33661,77000,0,8,Honda,Accord,8640,19683,"Lane Assist, Airbags",1,56e73260-5fba-40d2-a176-4b93ffed4616,Active,05-01-2024,04-01-2025,,18,Liability,250,2,1,0,0,Auto-Pay,Annually,Card,0,2116.81,11.29,1,0,1,0,5,0,52,Collision,Declined,0,23-03-2025,13,29,0.96,1,4,-0.31,0
d93868ee-8497-4075-b236-f079fb702d31,38,Other,Divorced,New York,11342,67000,0,5,Ford,Focus,11200,18843,"Lane Assist, ABS",1,263d987b-424f-499d-bbed-829206743d8b,Cancelled,12-11-2023,11-11-2024,31-07-2024,8,Collision,250,1,2,0,0,Manual,Monthly,ACH,2,2112.01,0,2,0,0,0,0,0,,,,0,,,,1,1,4,-0.4,1
e370f093-0b27-49be-b067-4a0142e57861,27,Female,Divorced,Pennsylvania,19313,90000,0,14,Nissan,Sentra,4000,11819,"Blind Spot Monitor, ABS",0,d60ad444-5099-4803-b66b-6597cf094766,Active,24-11-2024,24-11-2025,,7,Liability,500,2,2,0,0,EFT,Monthly,ACH,0,2802.32,0,0,0,0,0,0,0,,,,0,,,,0.26,1,3,-0.74,0
32c8dd83-80b4-4ce0-b186-677c3398d786,37,Female,Married,Florida,32393,48000,1,2,Honda,Civic,18400,8324,"ABS, Lane Assist",1,40d8e7cf-b3c1-4a5f-a4c2-53ce6fae0668,Active,01-07-2025,01-07-2026,,0,Medical,1000,2,2,0,0,Manual,Annually,Card,0,2072.19,0,1,0,0,0,0,0,,,,0,,,,0.08,1,4,-0.39,0
3b603a0b-40d3-45a9-8ed6-547438b5d877,18,Other,Married,Pennsylvania,16987,7000,0,6,Toyota,RAV4,14400,9158,"Blind Spot Monitor, Airbags",1,2a5cfc3e-6862-4d4e-b7e7-5f084dd196b1,Cancelled,01-08-2022,01-08-2023,23-08-2024,25,Collision,250,1,2,1,0,Manual,Annually,ACH,0,1090.44,13.2,1,0,0,0,0,0,,,,0,,,,0.04,1,1,0.19,1
8f153592-9792-4331-b79c-829934cbfe31,36,Male,Married,California,95920,50000,0,10,Chevrolet,Equinox,5200,9780,"Blind Spot Monitor, Lane Assist",1,52d2c35e-3d16-45ee-acfb-c0de039a5609,Active,21-01-2022,21-01-2023,,42,Liability,500,1,2,0,0,Manual,Quarterly,ACH,4,1150.72,8.71,1,0,0,0,4,0,27,Theft,Declined,0,07-02-2025,53,19,0.27,0,0,0.47,0
28f1dff7-ecc5-47b5-811e-aa9fd5ec1d4c,34,Other,Divorced,Texas,75933,162000,0,0,Ford,Escape,23760,18051,"Blind Spot Monitor, Lane Assist",1,db33c1ed-b812-4cc8-bb4a-e8bf95446392,Active,21-01-2021,21-01-2022,,54,Medical,250,2,2,0,0,Auto-Pay,Annually,ACH,3,1952.42,16.56,2,0,0,0,2,1,50,Collision,Closed,12337.59,13-10-2024,12,89,0.9,7,4,-0.43,0
c26f3b76-5bcd-48c7-8797-f3e65246002c,59,Female,Married,New York,10378,174000,0,9,Honda,Civic,5520,8472,"Blind Spot Monitor, Airbags",1,2df94799-11ad-46f1-93f6-933792d2f9c3,Active,06-09-2024,06-09-2025,,10,Liability,1000,2,1,0,0,EFT,Quarterly,Card,1,1901.82,0,1,0,1,1,0,0,,,,0,,,,0.49,7,2,0.06,0
3fdab4ab-53b6-4704-a237-225a3babd66d,33,Female,Single,Illinois,61992,118000,0,8,Chevrolet,Malibu,7680,14911,"Airbags, Backup Camera",1,91e19377-6b1b-4b10-bce2-8b3374dbd65b,Active,05-09-2024,05-09-2025,,10,Liability,250,1,1,1,0,EFT,Monthly,Card,1,2159.3,0,0,0,0,0,0,0,,,,0,,,,0.19,7,2,-0.39,0
c851a8be-23ad-4642-ba8a-84f5f1e9fa2b,31,Female,Single,Florida,33919,42000,0,11,Toyota,Corolla,4400,10240,"Backup Camera, Blind Spot Monitor",1,2cdf8d2c-c708-474e-ae09-56e2b2224fc2,Cancelled,06-12-2020,06-12-2021,12-11-2023,35,Liability,500,2,1,0,0,Auto-Pay,Annually,ACH,4,1690.17,12.82,0,0,0,0,5,0,16,Theft,Declined,0,26-09-2024,12,18,0.28,1,1,-0.05,1
0193f0fc-a72c-40ac-bb29-fe1bf0396a41,31,Other,Single,California,92523,63000,0,0,Honda,CR-V,25520,10126,"Airbags, Blind Spot Monitor",1,8cc4eddf-8e5a-4166-b2ff-a155ca44c998,Active,29-12-2021,29-12-2022,,42,Medical,250,1,1,1,0,Manual,Annually,ACH,4,2194.56,6.62,0,0,1,1,3,2,17,Weather,Closed,7525.58,21-01-2025,56,57,0.45,5,1,0.1,0
6b10a7c0-ea2c-4eca-99ab-d13bada47a40,27,Female,Single,Florida,34601,68000,0,9,Ford,Escape,6480,9632,"Airbags, Backup Camera",1,7df7e24f-67cc-46bd-b3f7-a8037d520976,Active,23-02-2025,23-02-2026,,4,Liability,500,1,1,0,0,EFT,Annually,ACH,2,1209.74,0,0,0,0,0,0,0,,,,0,,,,0.5,5,0,0.89,0
632078f5-e0d9-43ac-8bde-73c446a0781d,54,Male,Married,New York,11926,83000,0,3,Toyota,RAV4,21600,10622,"Backup Camera, Blind Spot Monitor",1,8e30459b-1dd7-4283-b322-93696390f8f1,Active,01-11-2022,01-11-2023,,32,Medical,250,2,2,1,0,Manual,Quarterly,Card,4,2173.68,4.8,2,0,1,1,2,0,23,Weather,Declined,0,27-10-2024,6,11,0.9,1,0,0.47,0
eafb3adc-de2a-4223-b469-51f6512157d0,55,Other,Single,Florida,32717,163000,0,10,Chevrolet,Equinox,5200,18746,"ABS, Backup Camera",1,5d525d74-0486-4a29-b8aa-495065f48cd4,Active,17-10-2020,17-10-2021,,57,Liability,250,1,2,0,1,Manual,Monthly,ACH,4,1820.79,14.91,2,0,0,0,3,2,19,Theft,Approved,14557.32,18-09-2024,84,35,0.51,6,2,0.16,0
76a9ad5c-65ad-47f5-81f4-1010684b7930,23,Male,Married,California,94944,10000,0,3,Toyota,Corolla,15840,12041,"ABS, Blind Spot Monitor",1,1539339b-034c-4d96-afc1-ea25c3b1d78c,Active,03-09-2023,02-09-2024,,22,Medical,500,1,2,1,0,Auto-Pay,Annually,ACH,0,2414.46,5.93,0,0,1,1,5,2,16,Weather,Declined,0,24-02-2025,77,12,0.12,2,1,-0.14,0
39ab8017-6418-431a-96d9-eeeebb23d35b,28,Male,Single,Pennsylvania,15221,59000,1,14,Toyota,RAV4,6000,8391,"Backup Camera, ABS",1,846ba69f-d233-407a-b9da-78be42ac0994,Active,12-04-2021,12-04-2022,,51,Liability,1000,2,2,1,0,Auto-Pay,Quarterly,Card,3,1697.74,7.69,0,0,1,1,0,0,,,,0,,,,0.2,2,0,0.44,0
b88a52f9-a513-4294-acc9-65cd265ec552,49,Other,Divorced,Pennsylvania,16951,109000,0,10,Honda,Accord,5400,14184,"Backup Camera, Blind Spot Monitor",1,9d36a529-f193-4804-acad-f39f7e11001d,Cancelled,11-01-2022,11-01-2023,05-10-2025,45,Liability,1000,1,1,1,0,Auto-Pay,Monthly,Card,4,1372.81,17.27,0,0,0,0,5,0,39,Weather,Approved,10403.24,25-01-2025,89,27,0.23,6,2,-0.1,1
43ccb78b-451c-4476-96b8-002baca5fd55,59,Other,Single,Florida,34901,116000,0,8,Nissan,Rogue,8640,14446,"Lane Assist, Backup Camera",1,b5e2a4a1-1c79-4e42-9559-ade4668931a2,Active,08-12-2024,08-12-2025,,6,Liability,1000,1,2,1,0,Manual,Monthly,Card,0,1665.63,0,0,0,0,0,0,0,,,,0,,,,0.78,6,3,-0.32,0
a1839434-c0bc-4148-9158-8ac533d5d9f6,22,Male,Married,California,94621,6000,0,5,Nissan,Rogue,15120,18102,"Lane Assist, Backup Camera",1,91c090bc-7542-45a7-abf0-1de82a53bc0c,Active,09-06-2025,09-06-2026,,0,Medical,1000,2,1,0,0,Auto-Pay,Quarterly,ACH,0,2139.78,0,3,0,0,0,0,0,,,,0,,,,0.15,6,2,0.1,0
a3af1a30-076e-49f1-99fa-860ae092c0c6,55,Male,Single,New York,14153,90000,0,7,Ford,Escape,10800,16197,"Lane Assist, Backup Camera",1,acaa801e-13bb-4e87-89ec-2a0774e39da9,Active,20-01-2022,20-01-2023,,42,Collision,250,2,1,0,0,Manual,Annually,ACH,3,2440.07,0.54,3,0,0,0,2,1,43,Weather,Closed,9185.93,19-01-2025,43,69,0.57,9,1,0.26,0
aa4f74d5-4b92-4cf3-bf77-fc70d05e7bb3,40,Female,Divorced,New York,10826,149000,0,3,Nissan,Rogue,19440,14397,"Lane Assist, ABS",1,d29de8b3-6ae1-4884-86b0-db0fc0924c5b,Active,16-08-2023,15-08-2024,,22,Medical,1000,1,1,0,0,Auto-Pay,Monthly,ACH,2,1046.05,13.02,3,0,1,0,1,0,14,Weather,Approved,11178.44,10-01-2025,51,51,0.4,4,0,0.38,0
5440cb43-807e-4285-89c2-3e1db24a8570,58,Other,Divorced,California,91575,108000,1,2,Ford,Escape,21600,13577,"Backup Camera, Blind Spot Monitor",1,46a0a4ca-d692-4a3a-a3c5-b41d0999025e,Active,08-10-2022,08-10-2023,,33,Medical,250,1,2,0,1,Auto-Pay,Quarterly,ACH,4,1411.16,10.36,2,0,0,0,0,0,,,,0,,,,0.03,4,2,-0.18,0
c8519c44-50a5-4604-a517-c793dda446cd,43,Female,Divorced,Florida,33920,106000,1,8,Ford,Focus,6400,8432,"Blind Spot Monitor, Lane Assist",1,0b1529ce-c365-4a8a-a72d-6568492538b9,Active,16-10-2023,15-10-2024,,20,Liability,500,1,2,0,0,EFT,Quarterly,ACH,0,1352.77,0,3,0,0,0,0,0,,,,0,,,,0.5,4,3,-0.67,0
c9f34292-3d00-4b30-9a6c-9a435c8a4080,47,Male,Divorced,California,90634,171000,0,7,Honda,Accord,10800,17481,"Backup Camera, Lane Assist",1,5120210b-63c3-4be8-a188-20ab293e0a7b,Active,19-03-2024,19-03-2025,,15,Collision,1000,2,2,0,0,EFT,Annually,Card,2,1794.64,6.73,2,0,1,1,2,2,3,Theft,Approved,3474.52,27-03-2025,62,46,0.18,4,2,-0.45,0
d2f7c920-732b-4ec1-8be2-4d5fa241bcf1,20,Male,Married,Illinois,60074,11000,0,12,Nissan,Sentra,4000,8300,"ABS, Blind Spot Monitor",0,3105a36d-27e2-4f2b-b769-a55549b72123,Active,02-11-2020,02-11-2021,,56,Liability,1000,1,1,0,0,Manual,Annually,Card,4,2506.49,9.57,2,0,1,1,1,0,31,Weather,Approved,10881.6,03-10-2024,32,67,0.99,7,2,-0.1,0
a792533d-d244-4da2-8912-3b5ac31bf55c,38,Male,Single,Pennsylvania,18513,81000,0,0,Ford,Escape,23760,9242,"Lane Assist, Backup Camera",1,71473210-e435-42d9-b905-b6db2c9974ee,Cancelled,06-11-2024,06-11-2025,31-03-2025,4,Medical,250,2,1,1,0,Auto-Pay,Quarterly,ACH,1,1794.37,0,1,0,0,0,0,0,,,,0,,,,0.91,7,1,-0.59,1
34986b1b-913a-461d-9de4-1c576297c133,29,Male,Divorced,Illinois,61574,97000,0,14,Chevrolet,Impala,6200,18364,"Backup Camera, Airbags",1,13a54b08-cc2a-4cc9-a799-f6be21245b82,Active,28-08-2024,28-08-2025,,10,Liability,1000,2,1,1,0,Manual,Quarterly,Card,0,1518.85,0,1,0,1,0,0,0,,,,0,,,,0.57,7,3,-0.43,0
b74c0bac-124e-4a8d-9fa3-05a67cc93773,34,Other,Single,Florida,33325,169000,0,2,Chevrolet,Malibu,19200,10877,"Lane Assist, ABS",1,f89b7fd8-933d-4f07-81eb-9b86bcab3386,Cancelled,18-09-2023,17-09-2024,25-03-2027,42,Medical,250,2,1,0,0,Auto-Pay,Monthly,Card,3,2599.71,12.53,0,0,0,0,0,0,,,,0,,,,0.69,7,0,0.42,1
5f32a873-014c-428c-a340-1e704092d416,58,Female,Single,Illinois,62327,155000,0,10,Nissan,Altima,5000,6622,"Airbags, Lane Assist",0,7688fadc-733a-43af-ad8e-deb53c6a2ba4,Active,29-06-2025,29-06-2026,,0,Liability,1000,1,2,0,0,Manual,Annually,ACH,2,2828.6,0,1,0,0,0,0,0,,,,0,,,,0.73,7,1,-0.06,0
c1d12260-ef58-46c1-b7b8-ae223bb2b641,43,Male,Divorced,Texas,75752,108000,0,8,Chevrolet,Impala,9920,14328,"Airbags, Blind Spot Monitor",1,694e149e-8b78-41ea-9185-697935da47ff,Active,10-01-2024,09-01-2025,,18,Liability,500,1,1,0,1,Auto-Pay,Monthly,Card,2,2330.07,0,2,0,0,0,1,1,23,Theft,Closed,2911.11,28-11-2024,2,60,0.94,9,4,-0.57,0
2c2223bd-affa-49e6-b15a-1582dd8f34f4,26,Other,Married,Illinois,60199,115000,0,6,Toyota,Camry,13440,10760,"Lane Assist, Backup Camera",1,d8e8e771-60fc-40a2-be06-68620dee16a9,Active,04-03-2022,04-03-2023,,40,Collision,500,1,1,0,0,Auto-Pay,Annually,ACH,3,1539.82,0.6,2,0,0,0,3,2,2,Weather,Closed,7697.31,29-01-2025,81,40,0.08,4,1,-0.12,0
87088ff8-25ad-41d6-bdc5-9b3cb08ebc7c,33,Other,Single,New York,12517,175000,0,5,Toyota,Corolla,12320,7421,"Airbags, Backup Camera",1,a7c92d30-2032-4324-a3db-30f3734837cf,Active,14-02-2022,14-02-2023,,41,Collision,1000,2,2,1,1,EFT,Quarterly,Card,4,1544.29,0,2,0,1,1,3,2,58,Theft,Closed,2483.87,16-02-2025,49,54,0.99,5,2,0.09,0
0035483e-0dbc-462f-80da-965059485eb3,43,Female,Married,Illinois,61089,99000,0,2,Honda,Civic,18400,12686,"Lane Assist, Blind Spot Monitor",1,774515b4-302f-4037-b97d-da099cc2d96b,Active,12-12-2021,12-12-2022,,43,Medical,1000,1,1,1,1,Auto-Pay,Monthly,ACH,3,1088.33,12.72,0,0,0,0,0,0,,,,0,,,,0.47,5,4,-0.52,0
08d3a55d-e877-444f-9eaf-f64cd04ef3d8,54,Female,Married,Pennsylvania,18941,125000,0,0,Honda,Accord,23760,12694,"ABS, Backup Camera",1,23dd7500-17ee-48a3-a047-cde07ec2da55,Active,22-11-2023,21-11-2024,,19,Medical,1000,2,1,0,0,Auto-Pay,Annually,Card,0,1910.29,17.96,1,0,0,0,5,2,32,Theft,Declined,0,23-01-2025,60,11,0.89,0,2,-0.23,0
28368c2e-d280-4286-9b0c-b678b5bccb73,49,Other,Single,Texas,77686,40000,0,2,Nissan,Sentra,16000,7032,"Lane Assist, Backup Camera",1,d813144a-9808-4421-983b-ddc9e90b05e1,Cancelled,13-02-2025,13-02-2026,02-07-2026,16,Medical,1000,1,2,0,0,Manual,Monthly,Card,2,1835.01,15.7,0,0,0,0,2,1,9,Weather,Closed,503.44,17-02-2025,30,62,0.09,7,2,-0.54,1
20061bfa-a799-4f87-8f19-cfdf2682e79d,26,Male,Divorced,New York,13441,71000,1,8,Toyota,RAV4,9600,6828,"Airbags, Backup Camera",1,394c949e-49dc-46f3-9623-858f04d119f1,Active,12-07-2021,12-07-2022,,48,Liability,1000,1,1,0,0,Manual,Annually,Card,4,1477.55,5.5,2,0,1,0,5,1,45,Weather,Closed,3887.31,09-11-2024,18,60,0.6,7,0,0.57,0
